word_to_learn;meaning;interval;last_review;next_review;known_word;learned_on;add_on_known_words;translation;row;audio
genuine;/ˈdʒenjuɪn/ [1mreal: exactly what it appears to be: not artificial[0m synonym authentic.;0;2023-07-03;2023-07-03;;;;authentique;117;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ge/genuine_en_gb_1.mp3
hallway;[1ma space or passage inside the entrance or front door of a building[0m.;0;2023-07-06;2023-07-06;;;;couloir;118;N/A
mud;": [1ma slimy sticky mixture of solid material with a liquid and especially water[0m. especially : soft wet earth. 
2. : abusive and malicious remarks or charges. political campaigners slinging mud at each other.";0;;;;;;boue;119;N/A
scatter;"
1. : [1mto separate and go in various directions[0m : disperse. 
2. : to occur or fall irregularly or at random.";0;2023-07-03;2023-07-03;;;;dispersion;120;N/A
lawmaker;lawmaker. noun. law·​mak·​er. : [1mone that makes laws[0m. especially : legislator.;0;;;;;;législateur;121;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/la/lawmaker_en_gb_1.mp3
rib;": [1many of the paired curved bony or partly cartilaginous rods that stiffen the walls of the body of most vertebrates and protect the viscera[0m. b
(1) : a cut of meat including a rib see beef illustration. 
(2) : a boneless cut of meat (such as beef or pork) from a rib section.";3;2023-07-06;2023-07-09;;;;côte;122;N/A
aim; [1mto point or direct a weapon or other object toward someone or something[0m: [ T ] I turned and saw a big man aiming a camera at me. [ I/T ] To aim something is also to direct it toward someone whom you want to influence or toward achieving something: [ T ] These ads are aimed at young people.;0;;;;;;but;123;N/A
thrive;Britannica Dictionary definition of THRIVE. [no object] : [1mto grow or develop successfully[0m : to flourish or succeed.;0;;;;;;prospérer;124;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/th/thrive_en_gb_1.mp3
juror;": [1ma person summoned to serve on a jury[0m. 
2. : a person who takes an oath (as of allegiance)";3;2023-07-06;2023-07-09;;;;juré;125;N/A
kneel;verb. ˈnēl. knelt ˈnelt or kneeled: kneeling. intransitive verb. : [1mto position the body so that one or both knees rest on the floor[0m.;0;2023-07-06;2023-07-06;;;;s'agenouiller;126;N/A
slight;[1msmall in amount or degree[0m: a slight improvement. a slight incline. She had a slight headache.;0;2023-07-03;2023-07-03;;;;léger;127;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sl/slight_en_gb_1.mp3
grasp; [1mto take something quickly, in your hand, and hold it firmly[0m: [ T ] I grasped his arm to keep from falling.;0;;;;;;saisir;128;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gr/grasp_en_gb_1.mp3
tap;[1mto hit something gently, and often repeatedly, especially making short, sharp noises[0m: The branches tapped against the window.;0;;;;;;robinet;129;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ta/tap_en_gb_1.mp3
spine;(also backbone): (spinal column) [1mthe line of bones down the center of the back that provides support for the body[0m.;0;;;;;;colonne vertébrale;130;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sp/spine_en_gb_1.mp3
sack; [1ma large bag made of strong cloth, paper, or plastic, used to store large amounts of something[0m: The corn was stored in large sacks. a sack of potatoes/coal/flour. See also. haversack old-fashioned.;0;2023-07-03;2023-07-03;;;;sac;131;N/A
elder;"
1. : [1mof earlier birth or greater age[0m. his elder brother. 
2. : of or relating to earlier times : former.";0;;;;;;aîné;132;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/el/elder_en_gb_1.mp3
dough;"
1. : [1ma mixture that consists essentially of flour or meal and a liquid (such as milk or water) and is stiff enough to knead or roll[0m. 
2. : something resembling dough especially in consistency.";0;;;;;;pâte;133;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/do/dough_en_gb_1.mp3
dump;[1mto throw away or discard garbage, refuse, etc.[0m;0;2023-07-03;2023-07-03;;;;décharge;134;N/A
barn;"
1. a. : [1ma usually large building for the storage of farm products or feed and usually for the housing of farm animals or farm equipment[0m.";0;2023-07-06;2023-07-06;;;;Grange;135;N/A
dam;: [1ma barrier preventing the flow of water or of loose solid materials[0m (such as soil or snow) a beaver dam. an ice dam. especially, civil engineering : a barrier built across a watercourse for impounding (see impound sense 2) water.;0;2023-07-03;2023-07-03;;;;barrage;136;N/A
whip;"Britannica Dictionary definition of WHIP. 
1. [count] : [1ma long, thin piece of leather or similar material that is attached to a handle and that is used for hitting a person as punishment or to hit an animal (such as a horse) to make it move faster[0m. The rider cracked his whip and the horse began to run.";0;2023-07-03;2023-07-03;;;;fouet;137;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wh/whip_en_gb_1.mp3
spokesman;: [1ma person who speaks as the representative of another or others often in a professional capacity[0m.;3;2023-07-03;2023-07-06;;;;porte-parole;138;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sp/spokesman_en_gb_1.mp3
one-third;Definitions of one-third. [1mone of three equal parts of a divisible whole[0m. synonyms: third, tierce. type of: common fraction, simple fraction.;0;;;;;;un tiers;139;N/A
shrug;Britannica Dictionary definition of SHRUG. : [1mto raise and lower your shoulders usually to show that you do not know or care about something[0m.;0;;;;;;hausser les épaules;140;N/A
scramble; to put things such as words or letters in the wrong order so that they do not make sense: He had a habit of scrambling his words when excited. [ T ];0;;;;;;brouiller;141;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sc/scramble_en_gb_1.mp3
porch;: [1ma covered area adjoining an entrance to a building and usually having a separate roof[0m.;3;2023-07-03;2023-07-06;;;;porche;142;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/po/porch_en_gb_1.mp3
foster;fos·​ter. : [1maffording, receiving, or sharing nurture or parental care though not related by blood or legal relationships[0m. a foster child. a foster parent. foster.;0;;;;;;favoriser;143;N/A
peel;[1mto strip (something) of its skin, rind, bark, etc.[0m: to peel an orange. to strip (the skin, rind, bark, paint, etc.) from something: to peel paint from a car.;0;2023-07-03;2023-07-03;;;;peler;144;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/peel_en_gb_1.mp3
pour; [1mto make a substance flow from a container, especially into another container, by raising just one side of the container that the substance is in[0m: I spilled the juice while I was pouring it. Pour the honey into the bowl and mix it thoroughly with the other ingredients.;0;2023-07-03;2023-07-03;;;;For;145;N/A
burst;: [1mto break open, apart, or into pieces usually from impact or from pressure from within[0m. the balloon burst.;0;2023-07-06;2023-07-06;;;;éclatement;146;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/burst_en_gb_1.mp3
stiff; [1mfirm or hard and not bending or moving easily[0m: He had stiff leather shoes on.;0;2023-07-03;2023-07-03;;;;rigide;147;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/stiff_en_gb_1.mp3
rod;": [1ma straight slender stick growing on or cut from a tree or bush[0m. 
(2) : osier. 
(3) : a stick or bundle of twigs used to punish.";0;;;;;;canne à pêche;148;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rod_en_gb_1.mp3
ballot;;0;2023-07-03;2023-07-03;;;;bulletin de vote;149;N/A
undergo;"
1. : [1mto submit to : endure[0m. 
2. : to go through : experience. undergo a transformation.";0;2023-07-03;2023-07-03;;;;subir;150;N/A
lens;"
1. a. : a piece of transparent material (such as glass) that has two opposite regular surfaces either both curved or one curved and the other plane and that is used either singly or combined in an optical instrument for forming an image by focusing rays of light. b. : a combination of two or more simple lenses.";0;2023-07-03;2023-07-03;;;;lentille;151;N/A
fist;[1ma hand with the fingers turned in tightly and the thumb held against them[0m: She clenched her fist.;0;2023-07-06;2023-07-06;;;;poing;152;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fi/fist_en_gb_1.mp3
likewise;"
1. : [1min like manner[0m : similarly. go and do likewise. 
2. : in addition.";0;2023-07-06;2023-07-06;;;;de même;153;N/A
poke; [1mto push a finger or other pointed object quickly into someone or something[0m: You&#39:ll poke someone in the eye with that umbrella if you&#39:re not careful! Two kids were poking a stick into the drain. SMART Vocabulary: related words and phrases. Pushing and shoving.;0;;;;;;poussée;154;N/A
fare; [1mthe money that you pay for traveling on a vehicle such as a bus or train[0m: We shared a taxi and split the fare.;0;;;;;;tarif;155;N/A
stance;a. : [1ma way of standing or being placed[0m : posture. b. : intellectual or emotional attitude. took an antiwar stance.;0;2023-07-06;2023-07-06;;;;position;156;N/A
tend;"
1. : [1mto exhibit an inclination or tendency[0m : conduce. tends to be optimistic. 
2. : to move, direct, or develop one&#39:s course in a particular direction.";0;;;;;;soigner;157;N/A
coup;: [1ma sudden decisive exercise of force in politics and especially the violent overthrow or alteration of an existing government by a small group[0m : coup d&#39:état.;0;;;;;;;158;N/A
cattle;cat·​tle ˈkat-ᵊl. plural cattle. : [1mdomestic four-footed animals held as property or raised for use[0m. especially : bovine animals (as cows, bulls, or steers) kept on a farm or ranch.;0;;;;;;bétail;159;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/cattle_en_gb_1.mp3
harsh;adjective. [1mungentle and unpleasant in action or effect[0m: harsh treatment: harsh manners. grim or unpleasantly severe: stern: cruel: austere: a harsh life: a harsh master.;0;2023-07-06;2023-07-06;;;;rude;160;N/A
bind;[1mto tie something or someone tightly or to fasten something[0m: They bound the packages with brightly coloured ribbon. Bind together the two broken ends. The prisoner was bound hand and foot. [ T ];0;;;;;;lier;161;N/A
rub;[1mto press or be pressed against something with a circular or up-and-down repeated movement[0m: She yawned and rubbed her eyes sleepily.;0;2023-07-06;2023-07-06;;;;frotter;162;N/A
chunk;"
1. : [1ma short thick piece or lump (as of wood or coal)[0m 
2. : a large noteworthy quantity or part. bet a sizable chunk of money on the race.";0;;;;;;tronçon;163;N/A
snap; [1mto move (something) or change into a new position quickly[0m: [ M ] The sudden stop of the car snapped his head back. If you snap your fingers, you make a sudden, cracking noise by pushing a finger against the base of your thumb, usually in order to get someone&#39:s attention.;0;2023-07-06;2023-07-06;;;;instantané;164;N/A
render;[1mto furnish: provide[0m: to render aid. to exhibit or show (obedience, attention, etc.). to present for consideration, approval, payment, action, etc., as an account. to return: to make (a payment in money, kind, or service) as by a tenant to a superior: knights rendering military service to the lord.;0;;;;;;rendre;165;N/A
riot;"plural riots. Britannica Dictionary definition of RIOT. 
1. [count] : [1ma situation in which a large group of people behave in a violent and uncontrolled way[0m.";0;;;;;;émeute;166;N/A
timber;Timber traces back to an Old English word initially meaning “house” or “building” that also came to mean “building material,” “wood,” and “trees” or “woods.” Timbers are [1mlarge squared lengths of wood used for building a house or a boat[0m. In British English, timber is also used as a synonym for lumber.;0;;;;;;;167;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ti/timber_en_gb_1.mp3
peer;: [1ma person who belongs to the same age group or social group as someone else[0m.;0;2023-07-03;2023-07-03;;;;pair;168;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/peer_en_gb_1.mp3
swell;a. : [1mto expand (as in size, volume, or numbers) gradually beyond a normal or original limit[0m. the population swelled. b. : to become distended or puffed up.;0;2023-07-03;2023-07-03;;;;gonfler;169;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sw/swell_en_gb_1.mp3
fellow;": [1mone of a pair[0m : mate. 
3. : a member of a group having common characteristics. specifically : a member of an incorporated literary or scientific society. a fellow of the American College of Surgeons.";0;;;;;;compagnon;170;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fe/fellow_en_gb_1.mp3
straw; [ C ] [1ma thin tube, usually made of plastic, used to suck a drink from a container[0m.;0;;;;;;paille;171;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/straw_en_gb_1.mp3
strain;[1mto impair, injure, or weaken (a muscle, tendon, etc.)[0m [1mby stretching or overexertion[0m. to cause mechanical deformation in (a body or structure) as the result of stress. to stretch beyond the proper point or limit: to strain the meaning of a word.;0;2023-07-03;2023-07-03;;;;souche;172;N/A
undertake;"undertook ˌən-dər-ˈtu̇k : undertaken ˌən-dər-ˈtā-kən : undertaking. Synonyms of undertake. transitive verb. 
1. : [1mto take upon oneself : set about : attempt[0m.";0;;;;;;entreprendre;173;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/un/undertake_en_gb_1.mp3
differ;: [1mto be of unlike or opposite opinion[0m : disagree. they differ on religious matters. I beg to differ with your interpretation.;0;2023-07-03;2023-07-03;;;;différer;174;N/A
sole;": [1mthe part of an item of footwear on which the sole rests and upon which the wearer treads[0m. 
2. : the usually flat or flattened bottom or lower part of something or the base on which something rests.";0;2023-07-06;2023-07-06;;;;seul;175;N/A
rope;a. : [1ma large stout cord of strands of fibers or wire twisted or braided together[0m. b. : a long slender strip of material used as rope.;0;;;;;;corde;176;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rope_en_gb_1.mp3
steady;adjective,stead·i·er, stead·i·est. [1mfirmly placed or fixed: stable in position or equilibrium[0m: a steady ladder. even or regular in movement: the steady swing of the pendulum.;0;;;;;;constant;177;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/steady_en_gb_1.mp3
globe;globe. / (ɡləʊb) / noun. [1ma sphere on which a map of the world or the heavens is drawn or represented[0m. the globe the world: the earth.;0;;;;;;;178;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gl/globe_en_gb_1.mp3
wage;a. : [1ma payment usually of money for labor or services usually according to contract and on an hourly, daily, or piecework basis[0m. often used in plural. b. wages plural : the share of the national product attributable to labor as a factor in production.;0;;;;;;salaire;179;N/A
closet;[1ma small room or space in a wall where you can store things such as clothes, sheets, etc., often having a door so that it can be closed[0m: a clothes/linen closet. closet.;0;;;;;;placard;180;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cl/closet_en_gb_1.mp3
buck;"or plural buck : [1ma male animal[0m. especially : a male deer or antelope. 
3. a. : a male human being : man.";0;;;;;;mâle;181;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/buck_en_gb_1.mp3
trim;[1mto put into a neat or orderly condition by clipping, paring, pruning, etc[0m.: to trim a hedge. to remove (something superfluous or dispensable) by or as if by cutting (often followed by off): to trim off loose threads from a ragged edge.;0;2023-07-03;2023-07-03;;;;garniture;182;N/A
lid;: [1ma movable cover for the opening of a hollow container[0m (such as a vessel or box);0;2023-07-06;2023-07-06;;;;couvercle;183;N/A
thin;thin, slender, slim, slight, tenuous mean [1mnot thick, broad, abundant, or dense[0m. thin implies comparatively little extension between surfaces or in diameter, or it may imply lack of substance, richness, or abundance. thin wire. a thin soup.;0;2023-07-06;2023-07-06;;;;mince;184;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/th/thin_en_gb_1.mp3
awareness;: [1mthe quality or state of being aware[0m : knowledge and understanding that something is happening or exists. promoting a heightened awareness of the problem. seemed to have only a slight awareness of what was going on.;0;;;;;;conscience;185;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/aw/awareness_en_gb_1.mp3
grant; [1mto give, agree to give, or do something that another person has asked for, esp.[0m [1mas an official or formal act[0m: She was granted American citizenship.;0;2023-07-06;2023-07-06;;;;accorder;186;N/A
firmly; [1mstrongly and tightly[0m: He shook my hand firmly and climbed into the taxi. SMART Vocabulary: related words and phrases. Safe and secure. airworthiness.;0;;;;;;fermement;187;N/A
overwhelming;"
1. : [1mvery great in number, effect, or force[0m. The response was overwhelming. overwhelming [=very strong] evidence/support. an overwhelming majority/success.";0;;;;;;accablant;188;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ov/overwhelming_en_gb_1.mp3
breeze;[1ma light and pleasant wind[0m: a warm/cool breeze.;0;;;;;;brise;189;N/A
parish;: [1ma local church community composed of the members or constituents of a Protestant church[0m.;0;2023-07-03;2023-07-03;;;;paroisse;190;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/parish_en_gb_1.mp3
shuttle;: [1mto move or travel back and forth frequently[0m.;0;2023-07-03;2023-07-03;;;;Navette;191;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shuttle_en_gb_1.mp3
glance;: [1mto take a quick look at something[0m. glanced at his watch.;7;2023-07-03;2023-07-10;;;;coup d'œil;192;N/A
quarterback;"
1. : [1man offensive back in football who usually lines up behind the center, calls the signals, and directs the offensive play of the team[0m. 
2. : one who directs and leads.";0;;;;;;stratège;193;N/A
wilderness;"a
(1) : [1ma tract or region uncultivated and uninhabited by human beings[0m. 
(2) : an area essentially undisturbed by human activity together with its naturally developed life community.";0;;;;;;région sauvage;194;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wi/wilderness_en_gb_1.mp3
chairman;A chairman is [1mthe leader of a business meeting or group[0m. The chairman often opens a meeting by addressing the group and explaining what the agenda will be. Charities, clubs, and the boards of companies have a chairman who acts as president or leader.;0;;;;;;président;195;N/A
heel;"
1. a. : [1mthe back of the human foot below the ankle and behind the arch[0m. b. : the part of the hind limb of other vertebrates that is similar in structure to the human heel.";0;;;;;;talon;196;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/he/heel_en_gb_1.mp3
sovereignty;Sovereignty is [1mthe power that a country has to govern itself or another country or state[0m. Britain&#39:s concern to protect national sovereignty is far from new. Synonyms: supreme power, domination, supremacy, primacy More Synonyms of sovereignty.;0;2023-07-03;2023-07-03;;;;la souveraineté;197;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/sovereignty_en_gb_1.mp3
rear;"noun. plural rears. Britannica Dictionary definition of REAR. 
1. [noncount] : [1mthe part of something that is opposite to or away from the front part[0m : the back part of something.";0;2023-07-06;2023-07-06;;;;arrière;198;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/rear_en_gb_1.mp3
tuck;To tuck is [1mto fold, gather, or insert[0m, like the way you tuck your sheets under your mattress when you make the bed in the morning or the way you tuck your lucky stuffed unicorn into your backpack on the day of a big test. You can tuck your shirt into your waistband, and tuck your jeans into your cowboy boots.;0;2023-07-06;2023-07-06;;;;rentrer;199;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tu/tuck_en_gb_1.mp3
shortage;A shortage is [1ma lack of something, especially a severe lack[0m. A drought is a shortage of water. When there&#39:s a shortage, there&#39:s not enough of something. If you don&#39:t have enough money to pay your bills, you have a shortage of money.;0;;;;;;pénurie;200;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shortage_en_gb_1.mp3
ongoing;": continuing. The investigation is ongoing. 
2. : [1mcontinuously moving forward[0m : growing.";0;;;;;;en cours;201;N/A
nutrient;Listen to pronunciation. (NOO-tree-ent) [1mA chemical compound (such as protein, fat, carbohydrate, vitamin, or mineral) contained in foods[0m. These compounds are used by the body to function and grow.;0;;;;;;nutritif;202;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/nu/nutrient_en_gb_1.mp3
fool;noun. [1ma silly or stupid person: a person who lacks judgment or sense[0m. a professional jester, formerly kept by a person of royal or noble rank for amusement: the court fool.;3;2023-07-06;2023-07-09;;;;idiot;203;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fo/fool_en_gb_1.mp3
sidewalk;: [1ma usually paved walk for pedestrians at the side of a street[0m.;0;2023-07-03;2023-07-03;;;;trottoir;204;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/sidewalk_en_gb_1.mp3
enact;"
1. : [1mto establish by legal and authoritative act[0m. specifically : to make into law. enact a bill.";3;2023-07-06;2023-07-09;;;;promulguer;205;N/A
oversee;: [1mto watch over and direct (an undertaking, a group of workers, etc.)[0m [1min order to ensure a satisfactory outcome or performance[0m : supervise.;0;2023-07-03;2023-07-03;;;;superviser;206;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ov/oversee_en_gb_1.mp3
bull; [1ma male cow, or the male of particular animals such as the elephant or the whale[0m: They did not see the sign by the gate saying &quot:Beware of the bull&quot:.;0;;;;;;taureau;207;N/A
mail;: [1mmaterial (such as letters and packages) sent or carried in a postal system[0m.;0;;;;;;poster;208;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/mail_en_gb_1.mp3
skirt;"a
(1) : [1ma free-hanging part of an outer garment or undergarment extending from the waist down[0m. 
(2) : a separate free-hanging outer garment or undergarment usually worn by women and girls covering some or all of the body from the waist down.";0;2023-07-06;2023-07-06;;;;jupe;209;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sk/skirt_en_gb_1.mp3
amid;: [1min or into the middle of[0m : surrounded by : among.;0;;;;;;au milieu de;210;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/am/amid_en_gb_1.mp3
shove;: [1mto push along or away carelessly or rudely[0m.;0;;;;;;pousser;211;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shove_en_gb_1.mp3
peasant;"
1. : [1ma member of a European class of persons tilling the soil as small landowners or as laborers[0m. This land was farmed by peasants for centuries. also : a member of a similar class elsewhere.";0;;;;;;paysan;212;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/peasant_en_gb_1.mp3
glimpse;: [1mto take a brief look[0m : see momentarily or incompletely. glimpsed the deer running. glimpser noun.;0;2023-07-03;2023-07-03;;;;aperçu;213;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gl/glimpse_en_gb_1.mp3
streak; [1ma long, thin mark that is easily noticed because it is very different from the area surrounding it[0m: The window cleaner left dirty streaks on the windows. I dye my hair to hide my grey streaks. Meteors produce streaks of light as they burn up in the earth&#39:s atmosphere.;0;2023-07-02;2023-07-02;;;;traînée;214;N/A
ridge; ridge. / (rɪdʒ) / noun. [1ma long narrow raised land formation with sloping sides esp one formed by the meeting of two faces of a mountain or of a mountain buttress or spur[0m.;0;;;;;;crête;215;N/A
bat;"A
1. [1ma specially shaped piece of wood used for hitting the ball in some games[0m: a baseball/cricket/rounders/table tennis bat. See also. batsman.";0;2023-07-03;2023-07-03;;;;un;216;N/A
so-called;;0;;;;;;soi-disant;217;N/A
mutter;"muttered: muttering: mutters. Synonyms of mutter. intransitive verb. 
1. : [1mto utter sounds or words indistinctly or with a low voice and with the lips partly closed[0m.";0;;;;;;mère;218;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mu/mutter_en_gb_1.mp3
aside;": [1maway from others or into privacy[0m. pulled him aside. 
3. : out of the way especially for future use : away. putting aside savings.";0;;;;;;de côté;219;N/A
towards;/ (təˈwɔːdz, tɔːdz) / preposition. [1min the direction or vicinity of[0m: towards London. with regard to: her feelings towards me.;0;;;;;;vers;220;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/to/towards_en_gb_1.mp3
pat;[1mto touch someone or something gently and usually repeatedly with the hand flat[0m: He patted my head/patted me on the head affectionately. I bent down to pat the little puppy.;0;;;;;;le même;221;N/A
bare;adjective,bar·er, bar·est. [1mwithout covering or clothing: naked: nude[0m: bare legs.;0;2023-07-06;2023-07-06;;;;nu;222;N/A
freshman;"
1. : [1ma student in the first year of high school or college[0m. 
2. : beginner, newcomer. especially : a person who is starting a job or activity.";0;;;;;;étudiant de première année;223;N/A
blade;[1mthe flat part on a knife or similar tool or weapon, with a very thin edge used for cutting[0m: a sword with a steel blade.;0;;;;;;lame;224;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bl/blade_en_gb_1.mp3
behavioral;: [1mof or relating to behavior[0m : pertaining to reactions made in response to social stimuli. behavioral problems.;0;;;;;;comportemental;225;N/A
appoint;[1mto name or assign to a position, an office, or the like: designate[0m: to appoint a new treasurer: to appoint a judge to the bench. to determine by authority or agreement: fix: set: to appoint a time for the meeting.;0;;;;;;nommer;226;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ap/appoint_en_gb_1.mp3
ruling;: [1man official or authoritative decision, decree, statement, or interpretation[0m (as by a judge on a point of law) ruling.;0;2023-07-03;2023-07-03;;;;décision;227;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ru/ruling_en_gb_1.mp3
seldom;: [1min few instances[0m : rarely, infrequently.;0;;;;;;rare;228;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/seldom_en_gb_1.mp3
await;"
1. : [1mto stay or be in waiting[0m : wait. The nation awaited as Congress debated the issue. 
2. : to be in store.";0;;;;;;attendre;229;N/A
bulk;"
1. : [1mbeing in large quantities or not divided into separate units[0m : being in bulk. bulk shipments of food. bulk mailings.";0;;;;;;en gros;230;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/bulk_en_gb_1.mp3
depict;": [1mto represent by or as if by a picture[0m. a mural depicting a famous battle. 
2. : describe sense 
1. the way the novelist depicts his female characters.";0;;;;;;représenter;231;N/A
sharp;a. : [1mhaving a thin keen edge or fine point[0m. b. : briskly or bitingly cold : nipping. a sharp wind.;0;;;;;;pointu;232;N/A
mild;adjective,mild·er, mild·est. [1mamiably gentle or temperate in feeling or behavior toward others[0m. characterized by or showing such gentleness, as manners or speech: a mild voice.;0;;;;;;bénin;233;N/A
grocery;noun,plural gro·cer·ies. Also called gro·cer·y store . [1ma store that sells perishable and nonperishable food supplies and certain nonedible household items, such as soaps and paper products[0m. Usually gro·ce·ries: especially British, gro·cer·y . food and other items sold at a grocery store or sold by a grocer.;0;;;;;;épicerie;234;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gr/grocery_en_gb_1.mp3
booth;": [1ma stall or stand (as at a fair) for the sale or exhibition of goods[0m. b
(1) : a small enclosure affording privacy for one person at a time.";0;;;;;;stand;235;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bo/booth_en_gb_1.mp3
cliff;: [1ma very steep, vertical, or overhanging face of rock, earth, or ice[0m : precipice.;0;2023-07-06;2023-07-06;;;;falaise;236;N/A
arise;"
1. a. : [1mto begin to occur or to exist[0m : to come into being or to attention. Problems arise when people try to avoid responsibility. A conflict arose because of a misunderstanding.";0;2023-07-06;2023-07-06;;;;surgir;237;N/A
steer;"steered: steering: steers. transitive verb. 
1. : [1mto control the course of[0m : direct. especially : to guide by mechanical means (such as a rudder)";0;;;;;;diriger;238;N/A
bid;: [1mto offer (a price) for payment or acceptance[0m. intransitive verb. : to make a bid : state what one will pay or take in payment.;3;2023-07-03;2023-07-06;;;;offre;239;N/A
landmark;noun. [1ma prominent or conspicuous object on land that serves as a guide, especially to ships at sea or to travelers on a road[0m: a distinguishing landscape feature marking a site or location: The post office served as a landmark for locating the street to turn down. something used to mark the boundary of land.;0;;;;;;repère;240;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/la/landmark_en_gb_1.mp3
warmth;"
1. : [1mthe quality or state of being warm in temperature[0m. 
2. : the quality or state of being warm in feeling.";0;;;;;;chaleur;241;N/A
pad;[1ma piece of soft, thick cloth or rubber, used to protect a part of the body, give shape to something, or clean something[0m: a knee/shoulder pad.;0;;;;;;tampon;242;N/A
stroke; [1ma sudden change in the blood supply to a part of the brain, sometimes causing a loss of the ability to move particular parts of the body[0m: She suffered/had a stroke that left her unable to speak.;0;;;;;;accident vasculaire cérébral;243;N/A
undermine;"
1. : [1mto subvert or weaken insidiously or secretly[0m. trying to undermine his political rivals. 
2. : to weaken or ruin by degrees.";3;2023-07-06;2023-07-09;;;;saper;244;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/un/undermine_en_gb_1.mp3
