word_to_learn;meaning;interval;last_review;next_review;known_word;learned_on;add_on_known_words;translation;row;audio
harsh;adjective. [1mungentle and unpleasant in action or effect[0m: harsh treatment: harsh manners. grim or unpleasantly severe: stern: cruel: austere: a harsh life: a harsh master.;3;2023-07-27;2023-08-10;;;;rude;160;N/A
bind;[1mto tie something or someone tightly or to fasten something[0m: They bound the packages with brightly coloured ribbon. Bind together the two broken ends. The prisoner was bound hand and foot. [ T ];5;2023-07-15;2023-08-12;;;;lier;161;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bi/bind_en_us_1.mp3
rub;[1mto press or be pressed against something with a circular or up-and-down repeated movement[0m: She yawned and rubbed her eyes sleepily.;3;2023-08-07;2023-08-14;;;;frotter;162;N/A
chunk;"
1. : [1ma short thick piece or lump (as of wood or coal)[0m 
2. : a large noteworthy quantity or part. bet a sizable chunk of money on the race.";2;2023-08-06;2023-08-13;;;;tronçon;163;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/chunk_en_us_1.mp3
snap; [1mto move (something) or change into a new position quickly[0m: [ M ] The sudden stop of the car snapped his head back. If you snap your fingers, you make a sudden, cracking noise by pushing a finger against the base of your thumb, usually in order to get someone&#39:s attention.;3;2023-07-27;2023-08-10;;;;instantané;164;N/A
render;[1mto furnish: provide[0m: to render aid. to exhibit or show (obedience, attention, etc.). to present for consideration, approval, payment, action, etc., as an account. to return: to make (a payment in money, kind, or service) as by a tenant to a superior: knights rendering military service to the lord.;3;2023-07-25;2023-08-08;;;;rendre;165;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/render_en_us_1.mp3
riot;"plural riots. Britannica Dictionary definition of RIOT. 
1. [count] : [1ma situation in which a large group of people behave in a violent and uncontrolled way[0m.";5;2023-08-04;2023-09-01;;;;émeute;166;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ri/riot_en_us_1.mp3
timber;Timber traces back to an Old English word initially meaning “house” or “building” that also came to mean “building material,” “wood,” and “trees” or “woods.” Timbers are [1mlarge squared lengths of wood used for building a house or a boat[0m. In British English, timber is also used as a synonym for lumber.;3;2023-08-03;2023-08-17;;;;;167;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ti/timber_en_us_1.mp3
peer;: [1ma person who belongs to the same age group or social group as someone else[0m.;2;2023-08-06;2023-08-13;;;;pair;168;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/peer_en_us_1.mp3
swell;a. : [1mto expand (as in size, volume, or numbers) gradually beyond a normal or original limit[0m. the population swelled. b. : to become distended or puffed up.;2;2023-08-04;2023-08-11;;;;gonfler;169;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sw/swell_en_us_1.mp3
fellow;": [1mone of a pair[0m : mate. 
3. : a member of a group having common characteristics. specifically : a member of an incorporated literary or scientific society. a fellow of the American College of Surgeons.";5;2023-07-15;2023-08-12;;;;compagnon;170;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fe/fellow_en_us_1.mp3
straw; [ C ] [1ma thin tube, usually made of plastic, used to suck a drink from a container[0m.;4;2023-08-07;2023-08-21;;;;paille;171;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/straw_en_us_1.mp3
strain;[1mto impair, injure, or weaken (a muscle, tendon, etc.)[0m [1mby stretching or overexertion[0m. to cause mechanical deformation in (a body or structure) as the result of stress. to stretch beyond the proper point or limit: to strain the meaning of a word.;1;2023-08-06;2023-08-09;;;;souche;172;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/strain_en_us_1.mp3
undertake;"undertook ˌən-dər-ˈtu̇k : undertaken ˌən-dər-ˈtā-kən : undertaking. Synonyms of undertake. transitive verb. 
1. : [1mto take upon oneself : set about : attempt[0m.";5;2023-08-04;2023-09-01;;;;entreprendre;173;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/un/undertake_en_us_1.mp3
differ;: [1mto be of unlike or opposite opinion[0m : disagree. they differ on religious matters. I beg to differ with your interpretation.;5;2023-07-31;2023-08-28;;;;différer;174;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/di/differ_en_us_1.mp3
sole;": [1mthe part of an item of footwear on which the sole rests and upon which the wearer treads[0m. 
2. : the usually flat or flattened bottom or lower part of something or the base on which something rests.";2;2023-08-03;2023-08-10;;;;seul;175;N/A
rope;a. : [1ma large stout cord of strands of fibers or wire twisted or braided together[0m. b. : a long slender strip of material used as rope.;1;2023-08-07;2023-08-08;;;;corde;176;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rope_en_us_1.mp3
steady;adjective,stead·i·er, stead·i·est. [1mfirmly placed or fixed: stable in position or equilibrium[0m: a steady ladder. even or regular in movement: the steady swing of the pendulum.;4;2023-08-04;2023-08-25;;;;constant;177;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/steady_en_us_1.mp3
globe;globe. / (ɡləʊb) / noun. [1ma sphere on which a map of the world or the heavens is drawn or represented[0m. the globe the world: the earth.;7;2023-08-05;2023-09-16;;;;;178;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gl/globe_en_us_1.mp3
wage;a. : [1ma payment usually of money for labor or services usually according to contract and on an hourly, daily, or piecework basis[0m. often used in plural. b. wages plural : the share of the national product attributable to labor as a factor in production.;6;2023-08-03;2023-09-07;;;;salaire;179;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wa/wage_en_us_1.mp3
closet;[1ma small room or space in a wall where you can store things such as clothes, sheets, etc., often having a door so that it can be closed[0m: a clothes/linen closet. closet.;5;2023-08-04;2023-09-01;;;;placard;180;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cl/closet_en_us_1.mp3
buck;"or plural buck : [1ma male animal[0m. especially : a male deer or antelope. 
3. a. : a male human being : man.";3;2023-08-07;2023-08-14;;;;mâle;181;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/buck_en_us_1.mp3
trim;[1mto put into a neat or orderly condition by clipping, paring, pruning, etc[0m.: to trim a hedge. to remove (something superfluous or dispensable) by or as if by cutting (often followed by off): to trim off loose threads from a ragged edge.;1;2023-08-06;2023-08-09;;;;garniture;182;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tr/trim_en_us_1.mp3
lid;: [1ma movable cover for the opening of a hollow container[0m (such as a vessel or box);2;2023-08-03;2023-08-10;;;;couvercle;183;N/A
thin;thin, slender, slim, slight, tenuous mean [1mnot thick, broad, abundant, or dense[0m. thin implies comparatively little extension between surfaces or in diameter, or it may imply lack of substance, richness, or abundance. thin wire. a thin soup.;5;2023-07-29;2023-08-26;;;;mince;184;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/th/thin_en_us_1.mp3
awareness;: [1mthe quality or state of being aware[0m : knowledge and understanding that something is happening or exists. promoting a heightened awareness of the problem. seemed to have only a slight awareness of what was going on.;5;2023-07-15;2023-08-12;;;;conscience;185;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/aw/awareness_en_us_1.mp3
grant; [1mto give, agree to give, or do something that another person has asked for, esp.[0m [1mas an official or formal act[0m: She was granted American citizenship.;4;2023-07-31;2023-08-21;;;;accorder;186;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gr/grant_en_us_1.mp3
firmly; [1mstrongly and tightly[0m: He shook my hand firmly and climbed into the taxi. SMART Vocabulary: related words and phrases. Safe and secure. airworthiness.;5;2023-08-03;2023-08-31;;;;fermement;187;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fi/firmly_en_us_1.mp3
overwhelming;"
1. : [1mvery great in number, effect, or force[0m. The response was overwhelming. overwhelming [=very strong] evidence/support. an overwhelming majority/success.";4;2023-08-07;2023-08-21;;;;accablant;188;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ov/overwhelming_en_us_1.mp3
breeze;[1ma light and pleasant wind[0m: a warm/cool breeze.;5;2023-08-04;2023-09-01;;;;brise;189;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/br/breeze_en_us_1.mp3
parish;: [1ma local church community composed of the members or constituents of a Protestant church[0m.;4;2023-08-04;2023-08-25;;;;paroisse;190;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/parish_en_us_1.mp3
shuttle;: [1mto move or travel back and forth frequently[0m.;1;2023-08-06;2023-08-09;;;;Navette;191;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shuttle_en_us_1.mp3
glance;: [1mto take a quick look at something[0m. glanced at his watch.;2;2023-08-07;2023-08-10;;;;coup d'œil;192;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gl/glance_en_us_1.mp3
quarterback;"
1. : [1man offensive back in football who usually lines up behind the center, calls the signals, and directs the offensive play of the team[0m. 
2. : one who directs and leads.";5;2023-08-04;2023-09-01;;;;stratège;193;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/qu/quarterback_en_us_1.mp3
wilderness;"a
(1) : [1ma tract or region uncultivated and uninhabited by human beings[0m. 
(2) : an area essentially undisturbed by human activity together with its naturally developed life community.";3;2023-07-31;2023-08-14;;;;région sauvage;194;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wi/wilderness_en_us_1.mp3
chairman;A chairman is [1mthe leader of a business meeting or group[0m. The chairman often opens a meeting by addressing the group and explaining what the agenda will be. Charities, clubs, and the boards of companies have a chairman who acts as president or leader.;5;2023-07-31;2023-08-28;;;;président;195;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/chairman_en_us_1.mp3
heel;"
1. a. : [1mthe back of the human foot below the ankle and behind the arch[0m. b. : the part of the hind limb of other vertebrates that is similar in structure to the human heel.";3;2023-08-03;2023-08-17;;;;talon;196;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/he/heel_en_us_1.mp3
sovereignty;Sovereignty is [1mthe power that a country has to govern itself or another country or state[0m. Britain&#39:s concern to protect national sovereignty is far from new. Synonyms: supreme power, domination, supremacy, primacy More Synonyms of sovereignty.;5;2023-08-03;2023-08-31;;;;la souveraineté;197;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/sovereignty_en_us_1.mp3
rear;"noun. plural rears. Britannica Dictionary definition of REAR. 
1. [noncount] : [1mthe part of something that is opposite to or away from the front part[0m : the back part of something.";1;2023-08-06;2023-08-09;;;;arrière;198;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/rear_en_us_1.mp3
tuck;To tuck is [1mto fold, gather, or insert[0m, like the way you tuck your sheets under your mattress when you make the bed in the morning or the way you tuck your lucky stuffed unicorn into your backpack on the day of a big test. You can tuck your shirt into your waistband, and tuck your jeans into your cowboy boots.;1;2023-08-06;2023-08-09;;;;rentrer;199;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tu/tuck_en_us_1.mp3
shortage;A shortage is [1ma lack of something, especially a severe lack[0m. A drought is a shortage of water. When there&#39:s a shortage, there&#39:s not enough of something. If you don&#39:t have enough money to pay your bills, you have a shortage of money.;2;2023-08-07;2023-08-10;;;;pénurie;200;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shortage_en_us_1.mp3
ongoing;": continuing. The investigation is ongoing. 
2. : [1mcontinuously moving forward[0m : growing.";5;2023-07-31;2023-08-28;;;;en cours;201;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/on/ongoing_en_us_1.mp3
nutrient;Listen to pronunciation. (NOO-tree-ent) [1mA chemical compound (such as protein, fat, carbohydrate, vitamin, or mineral) contained in foods[0m. These compounds are used by the body to function and grow.;5;2023-07-15;2023-08-12;;;;nutritif;202;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/nu/nutrient_en_us_1.mp3
fool;noun. [1ma silly or stupid person: a person who lacks judgment or sense[0m. a professional jester, formerly kept by a person of royal or noble rank for amusement: the court fool.;5;2023-07-15;2023-08-12;;;;idiot;203;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fo/fool_en_us_1.mp3
sidewalk;: [1ma usually paved walk for pedestrians at the side of a street[0m.;5;2023-07-15;2023-08-12;;;;trottoir;204;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/sidewalk_en_us_1.mp3
enact;"
1. : [1mto establish by legal and authoritative act[0m. specifically : to make into law. enact a bill.";4;2023-08-07;2023-08-21;;;;promulguer;205;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/en/enact_en_us_1.mp3
oversee;: [1mto watch over and direct (an undertaking, a group of workers, etc.)[0m [1min order to ensure a satisfactory outcome or performance[0m : supervise.;3;2023-08-07;2023-08-14;;;;superviser;206;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ov/oversee_en_us_1.mp3
bull; [1ma male cow, or the male of particular animals such as the elephant or the whale[0m: They did not see the sign by the gate saying &quot:Beware of the bull&quot:.;4;2023-07-31;2023-08-21;;;;taureau;207;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/bull_en_us_1.mp3
mail;: [1mmaterial (such as letters and packages) sent or carried in a postal system[0m.;5;2023-07-24;2023-08-21;;;;poster;208;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/mail_en_us_1.mp3
skirt;"a
(1) : [1ma free-hanging part of an outer garment or undergarment extending from the waist down[0m. 
(2) : a separate free-hanging outer garment or undergarment usually worn by women and girls covering some or all of the body from the waist down.";5;2023-07-15;2023-08-12;;;;jupe;209;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sk/skirt_en_us_1.mp3
amid;: [1min or into the middle of[0m : surrounded by : among.;5;2023-08-04;2023-09-01;;;;au milieu de;210;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/am/amid_en_us_1.mp3
shove;: [1mto push along or away carelessly or rudely[0m.;1;2023-08-06;2023-08-09;;;;pousser;211;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shove_en_us_1.mp3
peasant;"
1. : [1ma member of a European class of persons tilling the soil as small landowners or as laborers[0m. This land was farmed by peasants for centuries. also : a member of a similar class elsewhere.";3;2023-07-29;2023-08-12;;;;paysan;212;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/peasant_en_us_1.mp3
glimpse;: [1mto take a brief look[0m : see momentarily or incompletely. glimpsed the deer running. glimpser noun.;3;2023-08-07;2023-08-14;;;;aperçu;213;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gl/glimpse_en_us_1.mp3
streak; [1ma long, thin mark that is easily noticed because it is very different from the area surrounding it[0m: The window cleaner left dirty streaks on the windows. I dye my hair to hide my grey streaks. Meteors produce streaks of light as they burn up in the earth&#39:s atmosphere.;3;2023-08-07;2023-08-14;;;;traînée;214;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/streak_en_us_1.mp3
ridge; ridge. / (rɪdʒ) / noun. [1ma long narrow raised land formation with sloping sides esp one formed by the meeting of two faces of a mountain or of a mountain buttress or spur[0m.;3;2023-07-28;2023-08-11;;;;crête;215;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ri/ridge_en_us_1.mp3
bat;"A
1. [1ma specially shaped piece of wood used for hitting the ball in some games[0m: a baseball/cricket/rounders/table tennis bat. See also. batsman.";2;2023-08-06;2023-08-13;;;;un;216;N/A
so-called;;3;2023-08-07;2023-08-14;;;;soi-disant;217;N/A
mutter;"muttered: muttering: mutters. Synonyms of mutter. intransitive verb. 
1. : [1mto utter sounds or words indistinctly or with a low voice and with the lips partly closed[0m.";5;2023-07-29;2023-08-26;;;;mère;218;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mu/mutter_en_us_1.mp3
aside;": [1maway from others or into privacy[0m. pulled him aside. 
3. : out of the way especially for future use : away. putting aside savings.";2;2023-08-06;2023-08-13;;;;de côté;219;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/as/aside_en_us_1.mp3
towards;/ (təˈwɔːdz, tɔːdz) / preposition. [1min the direction or vicinity of[0m: towards London. with regard to: her feelings towards me.;6;2023-07-31;2023-09-04;;;;vers;220;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/to/towards_en_us_1.mp3
pat;[1mto touch someone or something gently and usually repeatedly with the hand flat[0m: He patted my head/patted me on the head affectionately. I bent down to pat the little puppy.;3;2023-07-28;2023-08-11;;;;le même;221;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/pat_en_us_1.mp3
bare;adjective,bar·er, bar·est. [1mwithout covering or clothing: naked: nude[0m: bare legs.;3;2023-07-31;2023-08-14;;;;nu;222;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ba/bare_en_us_1.mp3
freshman;"
1. : [1ma student in the first year of high school or college[0m. 
2. : beginner, newcomer. especially : a person who is starting a job or activity.";3;2023-07-27;2023-08-10;;;;étudiant de première année;223;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fr/freshman_en_us_1.mp3
blade;[1mthe flat part on a knife or similar tool or weapon, with a very thin edge used for cutting[0m: a sword with a steel blade.;4;2023-08-03;2023-08-24;;;;lame;224;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bl/blade_en_us_1.mp3
behavioral;: [1mof or relating to behavior[0m : pertaining to reactions made in response to social stimuli. behavioral problems.;5;2023-07-15;2023-08-12;;;;comportemental;225;N/A
appoint;[1mto name or assign to a position, an office, or the like: designate[0m: to appoint a new treasurer: to appoint a judge to the bench. to determine by authority or agreement: fix: set: to appoint a time for the meeting.;3;2023-07-31;2023-08-14;;;;nommer;226;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ap/appoint_en_us_1.mp3
ruling;: [1man official or authoritative decision, decree, statement, or interpretation[0m (as by a judge on a point of law) ruling.;5;2023-08-04;2023-09-01;;;;décision;227;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ru/ruling_en_us_1.mp3
seldom;: [1min few instances[0m : rarely, infrequently.;2;2023-08-03;2023-08-10;;;;rare;228;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/seldom_en_us_1.mp3
await;"
1. : [1mto stay or be in waiting[0m : wait. The nation awaited as Congress debated the issue. 
2. : to be in store.";5;2023-07-15;2023-08-12;;;;attendre;229;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/aw/await_en_us_1.mp3
bulk;"
1. : [1mbeing in large quantities or not divided into separate units[0m : being in bulk. bulk shipments of food. bulk mailings.";3;2023-08-04;2023-08-18;;;;en gros;230;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/bulk_en_us_1.mp3
depict;": [1mto represent by or as if by a picture[0m. a mural depicting a famous battle. 
2. : describe sense 
1. the way the novelist depicts his female characters.";4;2023-08-04;2023-08-25;;;;représenter;231;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/depict_en_us_1.mp3
sharp;a. : [1mhaving a thin keen edge or fine point[0m. b. : briskly or bitingly cold : nipping. a sharp wind.;1;2023-08-06;2023-08-09;;;;pointu;232;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/sharp_en_us_1.mp3
mild;adjective,mild·er, mild·est. [1mamiably gentle or temperate in feeling or behavior toward others[0m. characterized by or showing such gentleness, as manners or speech: a mild voice.;1;2023-08-06;2023-08-09;;;;bénin;233;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mi/mild_en_us_1.mp3
grocery;noun,plural gro·cer·ies. Also called gro·cer·y store . [1ma store that sells perishable and nonperishable food supplies and certain nonedible household items, such as soaps and paper products[0m. Usually gro·ce·ries: especially British, gro·cer·y . food and other items sold at a grocery store or sold by a grocer.;4;2023-07-31;2023-08-21;;;;épicerie;234;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gr/grocery_en_us_1.mp3
booth;": [1ma stall or stand (as at a fair) for the sale or exhibition of goods[0m. b
(1) : a small enclosure affording privacy for one person at a time.";1;2023-08-07;2023-08-08;;;;stand;235;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bo/booth_en_us_1.mp3
cliff;: [1ma very steep, vertical, or overhanging face of rock, earth, or ice[0m : precipice.;3;2023-07-28;2023-08-11;;;;falaise;236;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cl/cliff_en_us_1.mp3
arise;"
1. a. : [1mto begin to occur or to exist[0m : to come into being or to attention. Problems arise when people try to avoid responsibility. A conflict arose because of a misunderstanding.";1;2023-08-07;2023-08-08;;;;surgir;237;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ar/arise_en_us_1.mp3
steer;"steered: steering: steers. transitive verb. 
1. : [1mto control the course of[0m : direct. especially : to guide by mechanical means (such as a rudder)";3;2023-07-28;2023-08-11;;;;diriger;238;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/steer_en_us_1.mp3
bid;: [1mto offer (a price) for payment or acceptance[0m. intransitive verb. : to make a bid : state what one will pay or take in payment.;4;2023-07-31;2023-08-21;;;;offre;239;N/A
landmark;noun. [1ma prominent or conspicuous object on land that serves as a guide, especially to ships at sea or to travelers on a road[0m: a distinguishing landscape feature marking a site or location: The post office served as a landmark for locating the street to turn down. something used to mark the boundary of land.;4;2023-08-04;2023-08-25;;;;repère;240;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/la/landmark_en_us_1.mp3
warmth;"
1. : [1mthe quality or state of being warm in temperature[0m. 
2. : the quality or state of being warm in feeling.";5;2023-08-04;2023-09-01;;;;chaleur;241;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wa/warmth_en_us_1.mp3
pad;[1ma piece of soft, thick cloth or rubber, used to protect a part of the body, give shape to something, or clean something[0m: a knee/shoulder pad.;1;2023-08-07;2023-08-08;;;;tampon;242;N/A
stroke; [1ma sudden change in the blood supply to a part of the brain, sometimes causing a loss of the ability to move particular parts of the body[0m: She suffered/had a stroke that left her unable to speak.;3;2023-08-03;2023-08-17;;;;accident vasculaire cérébral;243;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/stroke_en_us_1.mp3
undermine;"
1. : [1mto subvert or weaken insidiously or secretly[0m. trying to undermine his political rivals. 
2. : to weaken or ruin by degrees.";2;2023-08-06;2023-08-13;;;;saper;244;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/un/undermine_en_us_1.mp3
poole;"Poole. / (puːl) / noun. [1ma port and resort in S England, in Poole unitary authority, Dorset, on Poole Harbour[0m: seat of Bournemouth University 

(1992).";4;2023-08-03;2023-08-24;;;;vers;245;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/po/poole_en_us_1.mp3
lanyon;Cornish: habitational name from a place in Madron parish near Penzance named in Cornish as &#39:[1mcold pool[0m&#39: from lyn &#39:pool&#39: + yeyn &#39:cold&#39:.;2;2023-08-03;2023-08-10;;;;longon;246;N/A
enfield; (ˈɛnfiːld ) noun. [1ma borough of Greater London[0m: a N residential suburb.;2;2023-08-03;2023-08-10;;;;enchamp;247;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/en/enfield_en_us_1.mp3
butler;: [1mthe chief male servant of a household who has charge of other employees, receives guests, directs the serving of meals, and performs various personal services[0m.;2;2023-08-06;2023-08-13;;;;majordome;248;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bu/butler_en_us_1.mp3
struck;Definitions of struck. adjective. (used in combination) [1maffected by something overwhelming[0m. “awe- struck” synonyms: smitten, stricken affected.;5;2023-07-15;2023-08-12;;;;frapper;249;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/struck_en_us_1.mp3
ay; [1mused to express different emotions, such as unhappiness, surprise, or anger[0m: &quot:Ay, I can&#39:t!&quot: she said. &quot:Ay!&quot: he shouted. Fewer examples.;4;2023-08-04;2023-08-25;;;;est;250;N/A
cheque;A cheque is [1ma written order directing a bank to pay out money[0m, and it&#39:s exactly the same thing as a check, but with more exciting letters. The American English word for the slip of paper that authorizes your bank to make a payment is check, which is the adjusted spelling of the British English cheque.;5;2023-07-31;2023-08-28;;;;vérifier;251;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/cheque_en_us_1.mp3
bore;verb. bores: bored: boring. Britannica Dictionary definition of BORE. [+ object] : [1mto make (someone) tired and annoyed by being uninteresting or too much the same[0m.;1;2023-08-06;2023-08-09;;;;trou;252;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bo/bore_en_us_1.mp3
don;"

1. : [1mto put on (an article of clothing)[0m donned his hat and gloves. 

2. : to wrap oneself in : take on sense 3a.";2;2023-08-03;2023-08-10;;;;enfiler;253;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/do/don_en_us_1.mp3
maid;: [1ma woman or girl employed to do domestic work[0m.;6;2023-07-31;2023-09-04;;;;femme de ménage;254;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/maid_en_us_1.mp3
laid;Laid means &quot:[1mset down[0m.&quot: If you built a brick wall, and then when it&#39:s done your neighbor complains that the wall crosses onto his property, tell him, &quot:too late! The brick has already been laid.&quot: Laid is the past participle of the verb, lay, which means set down.;5;2023-08-03;2023-08-31;;;;posé;255;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/la/laid_en_us_1.mp3
scarce;adjective. scarcer: scarcest. Britannica Dictionary definition of SCARCE. [also more scarce: most scarce] : [1mvery small in amount or number[0m : not plentiful.;1;2023-08-06;2023-08-09;;;;rare;256;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sc/scarce_en_us_1.mp3
disappearance;noun. [1mthe act or an instance of disappearing: a ceasing to be seen or to exist[0m.;3;2023-07-25;2023-08-08;;;;disparition;257;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/di/disappearance_en_us_1.mp3
soho; [1mabbreviation for small office/home office[0m: a small office, especially one in someone&#39:s home.;4;2023-08-03;2023-08-24;;;;N/A;258;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/soho_en_us_1.mp3
hitherto;[1muntil now or until a particular time[0m: Economic aid has been offered to hitherto depressed people.;3;2023-07-29;2023-08-12;;;;jusqu'ici;259;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/hi/hitherto_en_us_1.mp3
sealed;"sealed: sealing: seals. transitive verb. 

1. a. : [1mto confirm or make secure by or as if by a seal[0m.";6;2023-08-04;2023-09-08;;;;scellé;260;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/sealed_en_us_1.mp3
fled;: [1mto run away often from danger or evil[0m : fly. The family fled from the war-torn zone. b. : to hurry toward a place of security. Refugees fled to a neighboring country.;3;2023-08-04;2023-08-18;;;;fuite;261;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fl/fled_en_us_1.mp3
draught;/ (drɑːft) / noun. [1ma current of air, esp one intruding into an enclosed space[0m. the act of pulling a load, as by a vehicle or animal. (as modifier): a draught horse.;2;2023-08-07;2023-08-10;;;;brouillon;262;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/dr/draught_en_us_1.mp3
