word_to_learn;meaning;interval;last_review;next_review;known_word;learned_on;add_on_known_words;translation;row;audio
caminando;Andar de un lugar a otro, especialmente si se sigue una ruta definida.;6;2023-07-22;2023-08-26;;;;marcher;253;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/caminar_es_us_1.mp3
sótanos;m. Pieza subterránea, a veces abovedada, entre los cimientos de un edificio.;4;2023-07-18;2023-08-08;;;;sous-sols;254;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/s%C3%B3/s%C3%B3tanos_es_us_1.mp3
busqué;N/A;5;2023-07-08;2023-08-07;;;;j'ai cherché;255;N/A
romper;Partir una cosa en trozos irregulares, o separar de ella una parte, golpeándola, rasgándola, estirando, etc., con o sin violencia.;3;2023-08-01;2023-08-15;;;;casser;256;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/romper_es_us_1.mp3
hierro;Elemento químico de número atómico 26, masa atómica 55,84 y símbolo Fe : es un metal del grupo de los elementos de transición, de color blanco plateado, blando, dúctil, maleable, magnético y oxidable, que es muy abundante en la naturaleza formando compuestos y se extrae principalmente de la hematites: puede recibir diferentes tratamientos que le confieren propiedades distintas y usos diversos: principalmente se usa para fabricar herramientas, estructuras y,objetos.;3;2023-07-21;2023-08-04;;;;fer;257;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/hi/hierro_es_us_1.mp3
ruidos;m. Sonido inarticulado, por lo general desagradable. 2.;6;2023-07-16;2023-08-20;;;;des bruits;258;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ru/ruidos_es_us_1.mp3
inquieto;adj. Dicho de una persona o un animal: Que no está quieto, o es de índole bulliciosa. 2.;5;2023-07-15;2023-08-12;;;;agité;259;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/inquieto_es_us_1.mp3
comprendí;N/A;3;2023-07-31;2023-08-14;;;;j'ai compris;260;N/A
seguí;tr. Proseguir o continuar en lo empezado.;5;2023-07-31;2023-08-28;;;;N/A;261;N/A
huir;Alejarse deprisa, por miedo o por otro motivo, de personas, animales o cosas, para evitar un daño, disgusto o molestia.;4;2023-07-25;2023-08-15;;;;fuir;262;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/hu/huir_es_us_1.mp3
pescadores;Persona que pesca por oficio o por afición.;5;2023-07-15;2023-08-12;;;;pêcheurs;263;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/pescadores_es_us_1.mp3
quedado;Estar, detenerse forzosa o voluntariamente en un lugar. U.;5;2023-07-31;2023-08-28;;;;gauche;264;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/qu/quedado_es_us_1.mp3
cuartos;m. habitación (? espacio entre tabiques de una vivienda).;2;2023-07-28;2023-08-04;;;;pièces;265;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cu/cuartos_es_us_1.mp3
barba;Pelo fuerte que nace, especialmente al hombre, en la zona de la mandíbula y en las mejillas.;6;2023-07-22;2023-08-26;;;;barbe;266;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ba/barba_es_us_1.mp3
puesta;Acción de poner o ponerse.;3;2023-07-22;2023-08-05;;;;mettre;267;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pu/puesta_es_us_1.mp3
miraba;tr. Observar las acciones de alguien.;5;2023-07-27;2023-08-24;;;;N/A;268;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mi/mirar_es_us_1.mp3
esfuerzo;Acción de emplear gran fuerza física o moral con algún fin determinado.;6;2023-07-25;2023-08-29;;;;effort;269;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/es/esfuerzo_es_us_1.mp3
baja;Disminución de la magnitud, el nivel, la cuantía, el valor o el precio de una cosa.;5;2023-07-31;2023-08-28;;;;faible;270;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ba/baja_es_us_1.mp3
despacio;Con lentitud, a una velocidad inferior a la habitual o a la que se considera normal.;6;2023-07-30;2023-09-03;;;;lentement;271;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/despacio_es_us_1.mp3
temprano;Que ocurre, se realiza o se manifiesta muy pronto o en tiempo anterior al señalado, acostumbrado, previsto o considerado correcto.;4;2023-08-01;2023-08-22;;;;tôt;272;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/te/temprano_es_us_1.mp3
partes;Porción indeterminada de un todo. f. Cantidad o porción especial o determinada de un agregado numeroso.;2;2023-07-28;2023-08-04;;;;les pièces;273;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/partes_es_us_1.mp3
descubrimiento;Encuentro o hallazgo de lo desconocido u oculto hasta el momento.;5;2023-07-15;2023-08-12;;;;Découverte;274;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/descubrimiento_es_us_1.mp3
costumbre;Manera habitual de obrar una persona, animal o colectividad, establecida por un largo uso o adquirida por la repetición de actos de la misma especie.;6;2023-07-18;2023-08-22;;;;coutume;275;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/costumbre_es_us_1.mp3
roca;f. Geol. Material sólido de origen natural formado por una asociación de minerales o por uno solo, que constituye una parte importante de la corteza terrestre.;5;2023-07-18;2023-08-15;;;;osciller;276;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/roca_es_us_1.mp3
ansiedad;Estado mental que se caracteriza por una gran inquietud, una intensa excitación y una extrema inseguridad.;5;2023-07-08;2023-08-07;;;;anxiété;277;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/an/ansiedad_es_us_1.mp3
supe;N/A;3;2023-07-21;2023-08-04;;;;je savais;278;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sa/saber_es_us_1.mp3
desesperación;Pérdida total de la esperanza. f. Alteración extrema del ánimo causada por cólera, despecho o enojo.;5;2023-07-23;2023-08-20;;;;N/A;279;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/desesperaci%C3%B3n_es_us_1.mp3
miró;tr. Observar las acciones de alguien.;6;2023-07-31;2023-09-04;;;;N/A;280;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mi/mirar_es_us_1.mp3
siquiera;adv. al menos (? aunque no sea otra cosa).;4;2023-08-01;2023-08-22;;;;même;281;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/siquiera_es_us_1.mp3
primeras;Adjetivo ordinal que significa :que ocupa el primer lugar en una serie:. Se apocopa en la forma primer cuando precede a un sustantivo masculino singular, aunque entre ambos se interponga otra palabra: el primer ministro, mi primer gran amor.;5;2023-07-15;2023-08-12;;;;d'abord;282;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pr/primeras_es_us_1.mp3
primeros;ADJ. Dicho de una persona o de una cosa: Que precede a las demás de su especie en orden, tiempo, lugar, situación, clase o jerarquía. U.;1;2023-06-18;2023-06-22;1;2023-06-18;;d'abord;283;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pr/primeros_es_us_1.mp3
ondas;Curva que se forma en la superficie de un cuerpo flexible.;6;2023-07-15;2023-08-19;;;;vagues;284;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/on/ondas_es_us_1.mp3
milagro;Hecho no explicable por las leyes naturales y que se atribuye a intervención sobrenatural de origen divino. m. Suceso o cosa rara, extraordinaria y maravillosa.;6;2023-07-31;2023-09-04;;;;miracle;285;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mi/milagro_es_us_1.mp3
huida;huida f. Acción de huir.;6;2023-07-18;2023-08-22;;;;fuite;286;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/hu/huida_es_us_1.mp3
sigo;:Ir detrás o después [de algo o alguien]:, :continuar haciendo algo: y, como intransitivo pronominal, :inferirse:.;5;2023-07-16;2023-08-13;;;;je suis;287;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/seguir_es_us_1.mp3
pantanos;pantano: quizá voz prerromana en el nombre Pantanus, cierto lago de Italia antigua. m. Terreno hundido de fondo más o menos cenagoso y abundante vegetación, donde las aguas se estancan de forma natural.;1;2023-08-01;2023-08-04;;;;N/A;288;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/pantanos_es_us_1.mp3
radiotelefonía;f. Sistema de comunicación telefónica por medio de ondas electromagnéticas.;6;2023-07-15;2023-08-19;;;;radiotéléphonie;289;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ra/radiotelefon%C3%ADa_es_us_1.mp3
perseguido;Seguir o buscar a alguien en todas partes con frecuencia e importunidad. tr.;4;2023-07-23;2023-08-13;;;;N/A;290;N/A
chinos;adj. Natural de China, país de Asia.;6;2023-07-31;2023-09-04;;;;Chinois;291;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/chinos_es_us_1.mp3
anoche;:En la noche de ayer a hoy:.;4;2023-07-27;2023-08-17;;;;la nuit dernière;292;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/an/anoche_es_us_1.mp3
gritos;m. Voz muy esforzada y levantada.;6;2023-07-15;2023-08-19;;;;Cris;293;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gr/gritos_es_us_1.mp3
verdaderos;verdadero, verdadera adj. Que contiene verdad.;3;2023-07-25;2023-08-08;;;;N/A;294;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/verdaderos_es_us_1.mp3
reconocer;Distinguir o identificar a una persona o una cosa entre varias por una serie de características propias.;5;2023-07-23;2023-08-20;;;;reconnaître;295;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/reconocer_es_us_1.mp3
víboras;Reptil ofidio sin patas.;5;2023-07-18;2023-08-15;;;;vipères;296;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/v%C3%AD/v%C3%ADboras_es_us_1.mp3
valencia;Quím. Número que expresa la capacidad de combinación de un elemento químico con otros para formar un compuesto.;1;2023-06-18;2023-06-22;1;2023-06-18;;Valence;297;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/va/valencia_es_us_1.mp3
té;Arbusto o pequeño árbol de hojas perennes, anchas, simples y resinosas, flores blancas, de pétalos separados y fruto en cápsula.;5;2023-07-15;2023-08-12;;;;thé;298;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/t%C3%A9/t%C3%A9_es_us_1.mp3
herramientas;Instrumento, generalmente de hierro o acero, que sirve para hacer o reparar algo y que se usa con las manos.;5;2023-07-15;2023-08-12;;;;outils;299;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/he/herramientas_es_us_1.mp3
podrán;tr. Tener expedita la facultad o potencia de hacer algo.;6;2023-07-18;2023-08-22;;;;N/A;300;N/A
arrecifes;m. Banco o bajo formado en el mar por piedras, puntas de roca o poliperos, principalmente madrepóricos, casi a flor de agua.;4;2023-07-27;2023-08-17;;;;récifs;301;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ar/arrecifes_es_us_1.mp3
rodean;tr. Poner una o varias cosas alrededor de otra. U.;2;2023-07-28;2023-08-04;;;;N/A;302;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rodear_es_us_1.mp3
quedé;intr. Estar, detenerse forzosa o voluntariamente en un lugar.;3;2023-07-20;2023-08-03;;;;N/A;303;N/A
pregunté;:Hacer preguntas o pedir información a alguien sobre un asunto:.;6;2023-07-22;2023-08-26;;;;demander;304;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pr/preguntar_es_us_1.mp3
rudimentaria;rudimentario, rudimentaria adj. Perteneciente o relativo al rudimento o a los rudimentos.;6;2023-07-22;2023-08-26;;;;rudimentaire;305;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ru/rudimentaria_es_us_1.mp3
ventanas;f. Abertura en un muro o pared donde se coloca un elemento y que sirve generalmente para mirar y dar luz y ventilación. 2.;4;2023-07-27;2023-08-17;;;;les fenêtres;306;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/ventanas_es_us_1.mp3
piso;Superficie sobre la que se pisa recubierta de algún material para hacerla lisa y resistente.;4;2023-07-29;2023-08-19;;;;appartement;307;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pi/piso_es_us_1.mp3
paja;Tallo delgado de los cereales, una vez seco y separado del grano.;3;2023-07-21;2023-08-04;;;;paille;308;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/paja_es_us_1.mp3
oscuras;Que tiene poca luz o carece de ella.;4;2023-07-23;2023-08-13;;;;sombre;309;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/os/oscuras_es_us_1.mp3
iluminado;adj. Dicho de una persona: Que, sin atender a razonamientos, cree estar en posesión de la verdad absoluta. U.;4;2023-07-23;2023-08-13;;;;N/A;310;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/il/iluminado_es_us_1.mp3
alimentos;Sustancia nutritiva que toma un organismo o un ser vivo para mantener sus funciones vitales.;6;2023-07-18;2023-08-22;;;;nourriture;311;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/al/alimentos_es_us_1.mp3
decidí;tr. Formar juicio resolutorio sobre algo dudoso o contestable.;5;2023-07-22;2023-08-19;;;;j'ai décidé;312;N/A
agujero;Abertura de forma más o menos redondeada que atraviesa algo de un lado a otro o que se forma en una superficie.;2;2023-07-30;2023-08-06;;;;trou;313;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ag/agujero_es_us_1.mp3
vio;N/A;1;2023-06-25;2023-06-29;1;2023-06-25;;N/A;314;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/ver_es_us_1.mp3
hago;Ejecutar, poner por obra una acción o trabajo.;4;2023-07-23;2023-08-13;;;;faire;315;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ha/hacer_es_us_1.mp3
contrarrestar;Disminuir o anular el efecto o la influencia de cierta cosa con el efecto o la influencia de otra.;4;2023-07-23;2023-08-13;;;;comptoir;316;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/contrarrestar_es_us_1.mp3
averiguar;:Descubrir [algo] haciendo las pesquisas necesarias:.;3;2023-08-02;2023-08-16;;;;déterminer;317;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/av/averiguar_es_us_1.mp3
rodillo;Utensilio de cocina para extender o aplanar una masa que consiste en un cilindro de madera u otro material duro con un mango en cada extremo.;2;2023-08-01;2023-08-08;;;;rouleau;318;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rodillo_es_us_1.mp3
estuvieron;intr. Permanecer o hallarse con cierta estabilidad en un lugar, situación, condición, etc.;5;2023-07-15;2023-08-12;;;;ils étaient;319;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/es/estar_es_us_1.mp3
cámara;Aparato que sirve para registrar imágenes estáticas o en movimiento.;4;2023-08-01;2023-08-22;;;;caméra;320;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/c%C3%A1/c%C3%A1mara_es_us_1.mp3
cinematógrafo;p. us. Aparato que permitía la grabación o proyección de películas.;5;2023-07-31;2023-08-28;;;;N/A;321;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ci/cinemat%C3%B3grafo_es_us_1.mp3
abrir;Hacer que el interior de un espacio o lugar tenga comunicación directa con el exterior quitando o separando lo que lo impide o realizando una abertura, paso o conducto.;6;2023-07-30;2023-09-03;;;;ouvrir;322;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ab/abrir_es_us_1.mp3
ecos;Repetición de un sonido producida al ser reflejadas sus ondas por un obstáculo. 2.;4;2023-07-29;2023-08-19;;;;fait écho;323;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ec/ecos_es_us_1.mp3
rodilla;Parte de la pierna constituida por la articulación que une el fémur y la tibia y por otras partes blandas que la rodean.;4;2023-07-27;2023-08-17;;;;genou;324;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rodilla_es_us_1.mp3
instante;Período de tiempo muy breve, casi imperceptible.;6;2023-07-22;2023-08-26;;;;instantané;325;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/instante_es_us_1.mp3
tenista;Persona que juega al tenis.;6;2023-07-15;2023-08-19;;;;joueur de tennis;326;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/te/tenista_es_us_1.mp3
parecido;[persona, cosa] Que se parece a otra persona o cosa.;2;2023-07-29;2023-08-05;;;;similaire;327;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/parecido_es_us_1.mp3
queriendo;Amar, tener cariño, voluntad o inclinación a alguien o algo. tr.;3;2023-07-21;2023-08-04;;;;vouloir;328;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/qu/querer_es_us_1.mp3
manicomio;Hospital destinado a proporcionar asistencia y tratamiento médico psiquiátrico, acondicionado para que en él residan los enfermos durante el tratamiento.;4;2023-07-23;2023-08-13;;;;clinique psychiatrique;329;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/manicomio_es_us_1.mp3
asustado;Del part. de asustar. adj. Que muestra susto.;1;2023-08-01;2023-08-04;;;;effrayé;330;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/as/asustado_es_us_1.mp3
peligros;Riesgo de que suceda algún mal: y :persona o cosa que implican dicho riesgo:: «Si no lo revelé antes fue por no exponerme ni exponerlos a ustedes a un peligro innecesario» (Chao Altos ;6;2023-07-22;2023-08-26;;;;dangers;331;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/peligros_es_us_1.mp3
detrás;En un lugar que está en una posición posterior a otra que se toma como referencia, que puede ser el propio observador u otra persona o cosa: o en un lugar que queda más alejado del observador que otro lugar que está alineado con estos.;3;2023-07-30;2023-08-13;;;;derrière;332;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/detr%C3%A1s_es_us_1.mp3
mirada;Acción de mirar o dirigir la vista hacia algo.;4;2023-07-23;2023-08-13;;;;regarder;333;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mi/mirada_es_us_1.mp3
parecían;Tener determinada apariencia o aspecto.;4;2023-07-23;2023-08-13;;;;ils semblaient;334;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/parecer_es_us_1.mp3
desconfianza;desconfianza f. Falta de confianza.;4;2023-07-30;2023-08-20;;;;méfiance;335;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/desconfianza_es_us_1.mp3
miré;Dirigir la vista a un objeto.;5;2023-07-22;2023-08-19;;;;N/A;336;N/A
tono;Grado de elevación del sonido que depende de la cantidad de vibraciones por segundo.;3;2023-07-31;2023-08-14;;;;Ton;337;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/to/tono_es_us_1.mp3
pasaron;Llevar, conducir de un lugar a otro. tr. Mudar, trasladar a otro lugar, situación o clase.;4;2023-07-23;2023-08-13;;;;passé;338;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/pasar_es_us_1.mp3
temo;Tener a alguien o algo por objeto de temor. tr. Recelar un daño, en virtud de fundamento antecedente.;5;2023-07-15;2023-08-12;;;;Je crains;339;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/te/temer_es_us_1.mp3
levanté;Punto cardinal por donde sale el Sol en los equinoccios.;3;2023-07-24;2023-08-07;;;;j'ai soulevé;340;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/le/levantar_es_us_1.mp3
tenis;Deporte que se practica entre dos jugadores o dos parejas en una pista rectangular dividida transversalmente por una red: consiste en impulsar una pelota con una raqueta por encima de la red intentando que bote en el campo contrario y que el adversario no la pueda devolver: los partidos se disputan a tres o cinco sets siguiendo un complejo sistema de puntuación.;6;2023-07-22;2023-08-26;;;;tennis;341;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/te/tenis_es_us_1.mp3
levantó;tr. Mover hacia arriba algo. U. t. c. prnl.;4;2023-07-23;2023-08-13;;;;N/A;342;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/le/levantar_es_us_1.mp3
desagradable;Que desagrada o disgusta a los sentidos.;6;2023-07-22;2023-08-26;;;;dégoûtant;343;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/desagradable_es_us_1.mp3
amarillos;Color como el del oro, la banana o el plátano maduros, el sol, la yema de huevo o los pétalos del girasol: es el tercer color del espectro solar.;4;2023-07-15;2023-08-05;;;;jaune;344;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/am/amarillos_es_us_1.mp3
hablaron;intr. Dicho de una persona: Comunicarse con otra u otras por medio de palabras.;6;2023-07-22;2023-08-26;;;;parler;345;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ha/hablar_es_us_1.mp3
daba;N/A;4;2023-08-01;2023-08-22;;;;a donné;346;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/da/dar_es_us_1.mp3
sonreía;:Reírse levemente y sin ruido:.;5;2023-07-22;2023-08-19;;;;sourit;347;N/A
desgracia;Situación o suceso que produce gran dolor y sufrimiento.;3;2023-07-22;2023-08-05;;;;malheur;348;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/desgracia_es_us_1.mp3
corto;Que tiene poca longitud o duración.;5;2023-07-15;2023-08-12;;;;court;349;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/corto_es_us_1.mp3
largas;Taco de billar de mayor longitud.;6;2023-07-31;2023-09-04;;;;long;350;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/la/largas_es_us_1.mp3
resuelto;Participio irregular de resolver . También se usa como adjetivo.;5;2023-07-18;2023-08-15;;;;résolu;351;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/resuelto_es_us_1.mp3
faltar;No haber o no estar [una cosa] donde sería necesario o se espera que esté.;5;2023-07-15;2023-08-12;;;;manque;352;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fa/faltar_es_us_1.mp3
vacío;[recipiente, espacio] Que no contiene nada.;5;2023-07-22;2023-08-19;;;;vide;353;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/va/vac%C3%ADo_es_us_1.mp3
llegaron;intr. Venir, verificarse, empezar a correr un cierto y determinado tiempo.;3;2023-07-26;2023-08-09;;;;ils sont arrivés;354;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ll/llegar_es_us_1.mp3
hablaban;Dicho de una persona: Comunicarse con otra u otras por medio de palabras.;6;2023-07-22;2023-08-26;;;;Ils parlaient;355;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ha/hablar_es_us_1.mp3
lentitud;Velocidad escasa de una acción, proceso o movimiento.;6;2023-07-21;2023-08-25;;;;la lenteur;356;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/le/lentitud_es_us_1.mp3
recuerdos;m. Memoria que se hace o aviso que se da de algo pasado o de que ya se habló.;6;2023-07-22;2023-08-26;;;;souvenirs;357;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/recuerdos_es_us_1.mp3
alegría;Sentimiento de placer producido normalmente por un suceso favorable que suele manifestarse con un buen estado de ánimo, la satisfacción y la tendencia a la risa o la sonrisa.;5;2023-07-22;2023-08-19;;;;bonheur;358;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/al/alegr%C3%ADa_es_us_1.mp3
movía;Persona que mantiene una relación de amor con otra, especialmente cuando tiene intención de casarse o de vivir en pareja con ella.;3;2023-07-24;2023-08-07;;;;mariée;359;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mo/mover_es_us_1.mp3
habrían;Hallarse o existir real o figuradamente.;4;2023-07-27;2023-08-17;;;;aurait;360;N/A
serían;N/A;5;2023-07-27;2023-08-24;;;;serait;361;N/A
ligeramente;De forma ligera.;6;2023-07-22;2023-08-26;;;;légèrement;362;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/li/ligeramente_es_us_1.mp3
servicio;Trabajo, especialmente cuando se hace para otra persona.;4;2023-07-23;2023-08-13;;;;service;363;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/servicio_es_us_1.mp3
apagar;Hacer que cese o deje de haber fuego o luz, o hacer que una cosa deje de arder o producir luz.;1;2023-07-31;2023-08-03;;;;éteindre;364;N/A
antecomedor;Cuarto pequeño contiguo a la cocina o al comedor, que se usa para las comidas informales.;4;2023-07-29;2023-08-19;;;;salle à manger;365;N/A
corrí;m. conejillo de Indias (mamífero roedor).;1;2023-07-08;2023-07-12;1;2023-07-08;;l'Iran;366;N/A
interés;Valor o utilidad que en sí tiene una cosa.;5;2023-07-18;2023-08-15;;;;intérêt;367;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/inter%C3%A9s_es_us_1.mp3
bordes;Línea que limita la parte exterior o más alejada del centro de una cosa.;5;2023-07-22;2023-08-19;;;;bords;368;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/bo/bordes_es_us_1.mp3
contestó;Decir o escribir algo para resolver lo que se pregunta o para atender una comunicación. U.;3;2023-07-22;2023-08-05;;;;a répondu;369;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/contestar_es_us_1.mp3
cejas;Parte prominente de la cara, situada sobre la cuenca del ojo, curvada, móvil y cubierta de pelo.;5;2023-07-21;2023-08-18;;;;les sourcils;370;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ce/cejas_es_us_1.mp3
salieron;intr. Partir de un lugar a otro. Tal día salieron los reyes de Madrid para Barcelona.;6;2023-07-22;2023-08-26;;;;Ils sont partis;371;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sa/salir_es_us_1.mp3
ademanes;m. Movimiento o actitud del cuerpo o de alguna parte suya con que se manifiesta disposición, intención o sentimiento.;3;2023-07-24;2023-08-07;;;;gestes;372;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ad/ademanes_es_us_1.mp3
palpé;tr. Tocar con las manos una cosa para percibirla o reconocerla por el sentido del tacto. tr.;6;2023-07-15;2023-08-19;;;;palpar;373;N/A
gritó;Sonido agudo y estridente emitido con la voz de manera fuerte o violenta.;6;2023-07-18;2023-08-22;;;;cri;374;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gr/gritar_es_us_1.mp3
eternamente;eternamente adv. De manera eterna.;6;2023-07-22;2023-08-26;;;;éternellement;375;N/A
ausencias;Circunstancia de estar ausente o de no existir alguien o algo en determinado lugar.;4;2023-07-23;2023-08-13;;;;absences;376;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/au/ausencias_es_us_1.mp3
